,sentence,학습용 분류
907,저희 할머니댁은 그곳에서 좀 떨어진 산중턱에있어서 아무런 피해가 없었지만…그래도 집이 흔들리고 유리창이 깨지고 그랬어요…먼 발치서…보기만했지…사람들에게 달려갈 수가 없었어요.,1
908,저희가 제공하는 금리 싼 대출로 갈아타세요.,1
909,"저희가 리드할 수 있었고, 편한 작업이 가능했죠.",1
910,"일부 누리꾼이 비난 글을 올리자 신다운은 ""호석이 형은 후배들을 군 면제시켜 주기 위해 고생을 많이 했다. 제일 아쉬운 건 저희(선수)들인데 왜 여러분이 욕을 하느냐""는 글을 올렸다.",1
911,"그는 ""저희 재판부도 이번 참사에 대해 대단히 안타깝다는 생각을 하고 있다""며 ""이번 재판은 비극적인 이 사고가 왜 발생했는지, 피고인들에게 어떤 책임이 있는지, 책임이 인정된다면 어느 정도 형벌을 받아야 하는지를 판단하게 될 것""이라고 말했다.",1
912,"저희 작년에도 왔었는데 기억나세요?"" """,1
913,"A: 홍승준 이사: 저희는 미래에 구현될 기술을 파는 게 아니라, 현재의 기술을 의미 있게 엮어낼 것입니다.",1
914,저희 집으로 오셔서 잠이라도 편히 주무세요.,1
915,"다른 희생자 아버지도 ""저희 유가족의 슬픔을 같이해주고 물심양면으로 도와준 *** 과장에게 진심으로 깊은 감사를 드리며 이 은혜 잊지 않고 마음속 깊이 간직하겠다""는 메시지를 보냈다.",1
916,"사람들 시선이 무서워 음지에서 살던 저희 부부는 봉사활동을 하며 양지로 나올 힘을 얻었습니다.""",1
917,"그래야 저희도 힘내서 열심히 위안부 문제를 세계에 알릴 수 있습니다.""",1
918,"이들은 수색에 나선 잠수사들의 안전 문제를 수색 중단의 최우선 이유로 꼽으며 ""저희처럼 가족을 잃고 고통 속에 살아가는 분들이 더이상 생겨서는 안 된다""고 했다.",1
919,명예회장님께서 사무실에 들어서며 저희들의 일하는 모습을 보시곤 놀란 표정을 짓던 순간을 지금도 생생히 기억합니다.,1
920,"저희 집 소리는 아닌 것 같아요.""",1
921,"이름난 명당의 공통점을 찾아 소개하려고 한다’고 말씀드렸더니 마음이 풀리셨는지 저희 연구팀이 찾고 있던 택당 선생의 증조부 묘소의 위치까지 알려 주셨지요.""",1
922,"2년 전 저희 후학들이 미수(米壽)를 맞이하여 ""우송 김태길 선생님의 삶과 철학’이라는 책을 만들어 증정하겠다고 했을 때 90세 생일 즈음이면 좋겠다고 하셨는데, 이제 돌연히 우리 곁을 떠나시니 안타깝기 그지없습니다.",1
923,"이런 정 전 비서관에 대해 노 전 대통령은 사과문에서 ""그 혐의는 정 전 비서관 것이 아니고 저희들 것입니다""라고 못 박고 나섰다.",1
924,"이 교수는 다만 윤 후보가 언급한 환기 등급제 적용 등에 대해서는 ""찬성한다""며 ""저희가 이미 의견을 냈고, 상당히 중요하다고 생각하는 영역""이라고 했다.  """,1
925,"그는 회생계획안 제출을 앞두고 실사가 진행 중인 것과 관련해 ""실사를 맡은 회계법인에서도 계속 기업가치가 더 큰 것으로 보고 있을 것""이라며 ""그래서 저희 또한 이 자리에 있는 것""이라고 회생 의지를 내비쳤다.",1
926,김 전 대통령님은 저희 연세대 세브란스 병원에서 7월 13일 폐렴으로 입원하시어 치료를 받아왔으며 안타깝게도 급성 호흡곤란 증후군과 폐색전증 다발성장기부전 등을 이겨내지 못하셨습니다.,1
927,"[쇼 윈도]패션미용업계가 실수하고 있는 한가지 ""저희 회사 제품은 주로 20, 30대 여성들을 위한 것이라서요….""",1
928,"우간다에는 아픈 사람들이 너무 많고 저희 엄마, 아빠도 후천성면역결핍증(AIDS·에이즈)으로 돌아가셨거든요.",1
929,"솔직히 저희를 루키 또는 신생사라고 할 수는 없죠.""",1
930,[독자의 편지]문진영/학생 300명이하 학교 보건교사 있었으면 충남 천안시 외곽에 있는 저희 아들의 학교는 폐교가 될 뻔한 농촌의 학교였습니다.,1
931,제가 고등학교 1학년 11월쯤 저희 가족은 저축금과 빚을 얻어 작은 슈퍼마켓을 장만했습니다.,1
932,그래서 저희끼리 놀다가 나중에는 동네 친구 여럿을 불러들여서 함께 놀곤 했다.,0
933,"저희가 할 수 있는 건 없습니다.""",1
934,저희들이 세계에 나가서 사업을 하려면 세계와 싸워서 이기는 사람이 많아야 합니다.,1
935,"청원인은 ""저희는 기약 없는 투병을 하는 환자들""이라며 ""항암 치료와 코로나19 상황이 언제 끝날지 모르는 마당에 한 달에 20만 원씩, 1년이면 240만 원을 PCR 검사 비용으로 지불해야 한다""고 토로했다.",1
936,"저희가 잡은 콘셉트가 ""3분 도시’입니다. 여긴 작은 도시나 다름없거든요. 먹고 자고 업무를 보고 호텔에서 손님을 만나고 여가를 즐기는 등 모든 도시 생활을 이 안에서 다 할 수 있죠. 그러면서 어디든 3분 안에 갈 수 있습니다."" 디큐브시티가 들어서는 신도림역 일대는 대성산업의 연탄공장 터였다.",1
937,"청장은""두 의원께서 저희 사무실에 여러차례오셔서 주민들의 교통불편을 설명했고 예산확보과정에서 측면지원을 하는등두 의원의 끈질긴 집념의산물로 오늘 소사역이 생겨났다""고 말하고""여기 계신 두 의원에게 힘찬 박수를 보내달라""고 참석자들에게 요청. 崔",1
938,"사회자 변모씨는 박장관을 호칭하며 ""저희들이 평소 존경해마지 않는"" 등 수식어를 사용하는가 하면 김용식 체전위원장의 건배가 채 끝나기도 전에 박장관이 건배를 또 제의、참가자들의 어색한 웃음을 자아내기도.",1
939,만약 법사 어른께오서 순순히 저희들의 청을 들어주신다면 우리는 단숨에 물러 가겠소.,1
940,저희 집은 아파트 1층인데 어느날 보니까 욕실 하수구에서 세제거품이 보글보글 올라오지 않겠습니까.,1
941,"""저희나라""라는 격에 맞지 않는 낮춤말을 사용하지 말자.",1
942,"시민연대회의 활동이 정치권의 각성을 가져와 제대로된 민주주의를 해보자는 것이 저희들의 목표입니다"" 우리 사회는 아직 保革갈등의 구조라기보다는 民主對 反民主의 싸움이 계속되고있지 않느냐는 생각이 듭니다. """,1
943,기초의회선거때 저희가 고발했으나 당선된 사람들은 현재 재판중이지만 버젓이 활동중입니다.,1
944,"온 국민이 시청하는 텔레비전과 라디오에서 자기비하적인""저희나라""가 방송되지않도록 각별한 주의가 있었으면 좋겠다.",1
945,상식적으로 뿐만 아니라 법률적으로도 저희들에게 훨씬 승산이 있다는 말을 듣고 용기를 얻었습니다,1
946,저희도 뭐 서류없이 마냥 협조하기가 그래서요.,1
947,그러나 저희도 레코드를 내게되면 연예인이 되겠지요.,1
948,"고위관리가 행사의 기념사를 할 때나,TV에 출연한저명인사가 얘기하면서 종종""저희 나라""라고 말하는 것을 보게 된다.",1
949,"시중든 모든 사람이 엎드려""저희들 목숨을 살려주시고 나라의 근본을 살려주셨습니다""하고 몸을 일으키지를 못하였다.",1
950,"사회자 邊모씨는 朴장관을 호칭하며""저희들이평소 존경해마지 않는""등 수식어를 사용하는가하면 金溶植체전위원장의 건배가 채 끝나기도전에 朴장관이 건배를 또제의、참가자들의 어색한웃음을 자아내기도.",1
951,7월엔 저희들은 만난적도없다.,1
952,"김=""진상""에 대한 접근방식에 대해서도 저희는 적지않은 우려를 하고있읍니다.",1
953,"이날 오후 5시부터 정 구호 사장 등 경영진과 고희 일 노조위원장 등 노조 측 대표 각각 6명이 참석한 가운데 KBS에서 열린 임시 노사협의회에서 양측이 원칙 합의한 내용은 *27 일 밤 1 TV""9 시 뉴스 ""에 노조 등 KBS 내부의 방송 민주화운동과정을 화면과 함께 보도하고* 곧"" 국민 여러분、 저희 KBS는 과거 국민 여러분의 뜻을 외면하고 불공정한 방송을 하였읍니다.",1
954,공무원은 자녀학비 혜택을 받고 매월 얼마씩이나마 저축까지 하면서 살고있지만，저희 농어민은 매월 전기세마저 제때에 못내 단전까지 당하며 빚에 허덕이고 있읍니다.,1
955,"선생님이야 당대표하고 호형호제하는사이고、지금 여당의 고위층하고도 막역막역한 관계라뭐 암튼 저희 후배들 사이에 떠도는 소문으론 앞으로 세、세대교체가 이루어진다하면 선배님이 당대표하게 될 건 당연지사인고로""""다들 한사장같은 후배님들이 밀어주는 덕분이지뭐""""미스송이 보기엔 머리가 텅 빈 여자같지만 저한테말하는 것보니까 선배님의 위치、파워를 다 알고 있더라",1
956,이=저희당에 대한 사설도보았읍니다만 저희들의 1차적인 과제는 당내민주화입니다.,1
957,"대통령실 관계자도 한일 정상회담과 관련해 ""예민한 부분이 있기 때문에 저희가 확인해 드릴 수 있는 상황은 아직 없다""고만 했다.",1
958,고희를 맞으신 아버지 얼굴에 하나 둘 늘어나는 검버섯을 보며 그것이 저희를 위해 애쓰신 훈장이겠거니 생각합니다.,1
959,좌우간 억울한 모함일지라도 저희 의원님으로선 일을 침소봉대하는 것보다 조용히 마무리 짓는게 좋다 생각하신 겁니다.,1
960,"저희가 어떻게 알겠읍니까""",1
961,""" 일 끝나곤 여기서 잘까요、 저희들?""""",1
962,저희가 대소변 얘기를 했더니 청장이 하는 말이 글쎄 이러데요.,1
963,제대로 효도도 못하는 저희들을사랑과 이해로 감싸주시는 어머님、한없는 고마움속에 깊은 존경과 사랑을 바칩니다.,1
964,뚜렷한 이유없이 감추기만 하다가 나중에 그걸 들춰보는 저희심정을 어떻게 이해하겠읍니까.,1
965,"김 실장은 ""저희가 왜 소비자에게 신뢰를 못 받는지 반성했다""며 ""(단순히) 차를 많이 파는 게 아니라 고객들이 갖고 싶어 하는 차를 팔아 소비자 신뢰를 얻겠다""라고 덧붙였다.",1
966,그 사이 많은 가수들이 저희 노래를 불러줘서 다시 앨범을 낼 수 있었죠.,1
967,"저희가 그런 모습을 보여주면 관객들도 달라지더군요.""(김슬옹)",1
968,"게이츠 이사장은 이날 국회 연설에서 ""글로벌 보건 위기인 지금은 저희 재단에서 한국과 더욱 긴밀한 협력을 시작할 적기(適期)""라며 ""한국과 강력한 파트너십을 통해 인류를 감염병으로부터 구할 수 있을 것""이라고 했다.",1
969,"올해 말 저희가 무대에 올릴 음악극 ""꼭두’는 몸의 움직임까지 담은 우리 전통음악의 원형을 회복하는 것이죠.""",1
970,저희가 안 받을까봐 거동도 힘드신 분이 법무법인 사무실에 가서 공증까지 받아 놓으셨더라고요.,1
971,"힘들었던 투병이었지만, 어머니도 저희 딸들도 서로의 손길이 필요한 시간이 주어진 것에 감사했어요.",1
972,저희 병원에서 무료로 치료해 드리겠습니다.,1
973,"저희 어머니는 제가 엄친아로 불리는 걸 좋아하시지만….""",1
974,"정태호는 ""평소 시골에 계신 부모님이 ""잘보고 있다. 힘내라’고 연락하는데, 이 코너 시작하고는 전화가 없다""며 ""다들 저희 코너가 대박이라는데 왜 부모님 연락은 끊겼을까요?""라고 너스레를 떨었다.",1
975,"한 회장은 추모사에서 ""이 명예회장은 1982년 신한은행 창립총회 때 국내 최고 은행으로 발전시키겠다고 말씀한 약속을 확실히 지키셨다""며 ""이제 신한이 세계적 금융회사로 발전하는 것은 남아 있는 저희의 몫으로 알고 최선을 다하겠다""고 말했다.",1
976,"저희 둘은 항상 ""쇼’라고 생각을 하고 공연을 해요.",1
977,"무슨 사정이 있었는지는 모르지만 저희 사무실에 상담하러 온 아들이 돌아가신 지 한 달 만에 발견했다고 했어요.""",1
978,노사분규가 한창일때 저희 회사에서도 운전기사들이 노조를 결성했읍니다.,1
979,저희가 가진 강점도 이 부분입니다.,1
980,"""가수로서의 인기를 얻는다는 것이 기쁘지 않은 것은 아니지만, 갑자기 저희를 알아보는 사람들이 많아져 좀 부담스럽기도 합니다.""",1
981,"그러나 두수사관은""저희들이 준비한 장소가 있읍니다.그리로 잠시 가시지요""라고 채근했다.",1
982,"이총재는 최부총재등이""저희들이 잘못 모셔 그동안 불편한 점이 많았는데 앞으로 더욱잘 모시겠다""고 말하자""정치란건 이런일 저런일 있을수 있는일이니 모든 것을 더욱 잘해나가자""고 그간의 서운한 감정을 흔쾌히 풀었다고.",1
983,저희들에게 책상을 사줬더라도 어른에게 먼저 갖다 바치는 것이 예의일텐데 저희들만 책상에서 공부하고 아버지가 책상도 없이 땅바닥에 업드려서 글을 쓰거나 밥상을 펴놓고 있는 것을 보고도 미안해 하는 빛도 없다.,0
984,저희들은 북조선에서 매일같이 보도등을 통해 남조선은 병마의 소굴이고 빈민굴이 많은생지옥이라는 선전만 들어왔읍니다.,1
985,선생님은 어떤 분이신데 이렇게 재미있는 신문을 저희들에게 보내주시나요.,1
986,"그러므로 현민 선생님은 저희들 가슴 속에 과거의 지도자나 옛 은사의 모습으로서만 남아있는 것이 아니라 미래의 지도자 그리고 영원한 스승으로 남을 참으로 인간적인 ""현민선생"" 바로 그분이십니다.",1
987,"세계평화를 위하고 상징하는 88서울올림픽의 범인류적 제전의 대세가 이와 같이 굳어가고 있는 시점에서, 북은 소위 저희 ""형제국""들의 충고까지도 무시하면서 끝까지 폭언과 망동만을 일삼을것인가.",0
988,"""저희들은 매일 보도에 남조선은 병마소굴이고 빈민굴이 많은 생지옥이라고 들어왔읍니다.",1
989,저희 서민들은 당첨이 되어도 걱정입니다.,1
990,"허 의원은 ""민주당은 3선, 4선 말씀하는 것 아니었나""며 ""0선이다. 저희 대표님은""이라고 했다.",1
991,저희들도 마마와 함께 불도를 수행하겠읍니다.,1
992,"""우리 왕선생님이 정말 건곤일척의 수단을 쓰셨읍니다 그려 만일 일이 여의하게 되는 날이면、저희들 두 사람은 진심해서 선생님을 보좌하겠읍니다.""",1
993,그러나 댕이는 저희 집에서 나가지 않은 말이 어떻게 바깥에서 떠도는 것일까 이상스러웠다.,0
994,"관중들은""링""에다 맥주병을 던지는가하면 이곳저곳에서 저희들끼리 난투극을 벌였다.",0
995,집집마다 다니며 거들어 주고、그새에 저희밭도 거둬 들여야만했다.,0
996,국민의 신임을 받고 선출된 저희 입법부도 여론에 부응하도록 최선을 다할 것입니다.,1
997,저희들도 주선한다는 생각을 달리하지요,1
998,"골수에 맺힌 한을삼,하느님 저희들 이후에도 천만대후손의 행복을 위해 이 한 몸 깨끗이 바치겠으니 빛나는 전사를 하게 하소서.",1
999,"저희들은 4H""클럽""도조직하고 농사구락부,독서구락부등도 조직했읍니다.",1
1000,미스터·박과 저는 서로 사랑할뿐만 아니라、우리들은 이미 백년해로까지 맹세한 사이이므로、아버님이 완고한 생각에서 아무리 반대를 하시더라도 저희들의 길을 예정대로 걸어나갈 생각에서 이번 여행을 떠나게 되었읍니다.,1
1001,"당시 저희 국제부 데스크는 ""과연 카를로스 곤과 연결이 된 사람인지 확인이 필요하다""고 했습니다. """,1
1002,"이날 오전까지만 해도 청와대는 ""저희는 광화문 시대를 열겠다는 약속을 못 지켰지만 윤 당선인의 의지는 지켜지기를 기대하고 있다""며 긍정적인 뜻을 밝혔다.",1
1003,저희가 차지했던 집에 미련을 입때 갖는다는 것도 그 때문이리라.,0
1004,"때마침 저희들 젊은 음락인이 한자리에 모여서""루치아·디·람메루무루""의 공연을 준비중인요즈음이라 한결 더 선생님의 발자취를 더듬게되네요.",1
1005,그와 같은 선생님의 인품이 저희들에게 음락뿐만아니라 인간으로서의 성실성이 얼마나 고귀한가를 가르쳐 주셨읍니다.,1
1006,"새로운 것을 발견한 감동을 주면서도 말예요, 어쩐지 저희들의 숙명을 노래부른 것 같은 그런 생각이 들어요…"" 때때로 지수를 당황케했던 성숙한 한마디가 또 다시 그를 당혹케 했다. ""시즈에…""",1
1007,손님이 되레 놀랐으나 애들은 다시 두말않고 냉장고에 가서 저희들이 먹다남긴 접시를 가져와서 마저 먹더란다.,0
1008,아니 저희들이 강릉가는데 길을 잘 몰라서 그럽니다.,1
1009,이홍=대학에 다니고 있는 저희들은 그나마 행복한 스무살을 맞이한 셈이지요.,1
1010,"저희 상관님이 모시고 오라고 해서 왔읍니다.""""",1
1011,소인들은 저희 먹을 저를 만들어 가지고 오겠읍,1
1012,"저희 언니들은 영감 앞에서 숨 소리도 제대로 내지 못하고 살다가 시집들을 가버렸고, 시집간 뒤로는 친정에발길이 뜸했으니 성깔이 사납고 부드럽고를 따질 나위도 없었다.",0
1013,"그는 ""다른 의원들이 동참하는 것은 각자의 결단 문제라 동참해달라는 것은 적절치 않다""며 ""다만 저희의 충정을 동료 의원들이 알아주길 바란다""고 했다.",1
1014,저희들은 백성들의、다시 말하면 여러분을 도우려는 의군들입니다.,1
1015,저희들은 이제 서울로 돌아가겠읍니다.,1
1016,우선 저희 동양방송국의 프로그램에 큰 관심을 보여주신 점에 대해 깊은 감사를 드립니다.,1
1017,저희 때문에 괜히 기다리실 필요없읍니다.,1
1018,삼성서울병원이 저희 가족은 물론이고 수백 명의 응급실 환자와 그 보호자를 메르스에 방치했다고 생각해요.,1
1019,"하지만 이날 20세기 어린이들은 아저씨에게 다시 한 번 어리광을 피웠다. ""아저씨 저희는 아직도 잘 못해요"", ""서른이 됐는데도 쉬운 게 하나도 없어요"", ""어른이 됐는데 사는 게 쉽지 않네요"".",1
1020,"황 수사는 ""저희야 축구죠""라고 하네요.",1
1021,"이날 회의에 출석한 황교안 법무부 장관은 ""개인 신상 문제이기 때문에 외부적으로 자료를 말씀드릴 수는 없다""며 ""다만 저희가 필요한 조치들을 필요한 때에 정확하게 하겠다""고 답변했다.",1
1022,"세터 이민규는 ""시몬이 잘 이끌어 주고, 저희는 묵묵히 따라가면서 선수들끼리 믿고 경기에 임하는 게 경기를 잘 풀어 나간 이유""라고 설명했다.",1
1023,"그는 ""2012년에 대표팀 친구들이 성적이 너무 안 좋았다. 두환이는 병원에서 야구만 봤을 텐데. 지나고 생각해 보면 그때 저희 성적이 좋았더라면 두환이가 좀 덜 힘들었을 것 같다. 그게 제일 마음이 아프다""라고 말했다.",1
1024,"4자 토론 가능성에 대해서는 ""저희 둘이 모여서 4자 토론을 얘기하는 것은 월권""이라며 ""민주당 입장은 4자 토론 제안이 들어와도 수용하겠다는 것이다. 일단은 양자가 논의한 것은 양자토론""이라고 설명했다.",1
1025,"최근 한국은행이 기준금리를 내렸는데요, 저희도 저금리 대출을 내놓게 됐습니다.""",1
1026,역으로 저희를 깔끔하게 처리하는 일은 곧 남을 배려하는 마음의 표현이라고도 볼 수 있겠죠?,1
1027,그래서 저희는 새로운 메뉴를 개발할 때 고객 1000명을 대상으로 20∼30회의 소비자 테스트를 거칩니다.,1
1028,"그리고 이를 최고의 조합으로 블렌딩함으로써 높은 퀼리티와 각자의 캐릭터가 드러나는 커피 맛을 선보이는데 전세계를 여행하며 다양한 커피 맛을 즐겨 온 프랑스인들이 파리에서 저희 같은 카페를 찾게 된 것은 어찌 보면 당연한 일이겠죠.""",1
1029,당연히 환경미화원은 저희만 보면 얼굴을 찌푸립니다.,1
1030,저희 동아일보 사원들이 계속 용기를 잃지않고 언론자유수호의 결의를 굳힌 것도 이 격려 광고에 고무된 바가 컸읍니다.,1
1031,그것으로 저희들은 제대를 한 겁니다.,1
1032,저는 지금 저희들의 결혼을 축하해주시기 위해 이처럼 찾아주신 분이 있다는 것에 감격하고 있읍네다.,1
1033,*저희 코치로 초빙합니다<서대문>,1
1034,김씨=저희마을은 아주 어려웠읍니다.,1
1035,"윤 후보는 이날 오후 10시 빈소에서 고인을 추모하고 유족들에게 ""더 계셔야 저희한테 더 많은 가르침을 주셨을 텐데…""라며 ""안타깝다""고 말했다.",1
1036,이같이 저희들의 기도했던 바가 틀어지자 인도군은 총질로 분풀이를 겸사겸사했으리란 것이 그 당시의 분격했던 일반 여론이 아니던가.,0
1037,"내 어린 것이 4, 5, 6학년 언니들은 이날 기념식에 참석하지만 저희는 학교에 안 가도 된다며 철없이 좋아라 떠드는 소리에 맥이 풀린다.",0
1038,저희 교회는 귀사가 당면한 어려운 문제에 대하여 온 사원들이 용기를 잃지 않고 언론의 본래적 사명을 다하기 위하여 끝까지 분투를 다할 것을 격려합니다.,1
1039,호초란 년이 휘빈과 짜고 저희들의 신을 발기발기 찢어서 불에 태운 후에 가루를 만들어서 동궁마마께서 잡수시는 술단지에 넣었다 합니다,0
1040,시가나 친정이나 모두 넉넉지 못한 살림이었기에 저희들은 대구시 서구 이현동 산비탈 판잣집에 신혼살림을 차렸읍니다.,1
1041,"""저희들에겐 매일매일이, 매해매해가 여성을 위한 해인 셈입니다.""",1
1042,아시는 바와 같이 금년으로 개교 25주년을 맞는 저희 서울대학교는 학부형 여러분의 간독하신 후원의 덕택으로 착실한 발전을 계속해왔으며 더우기 지난 4월 초에는 숙원이었던 관악산 종합 교사 기공식을 갖게 됨으로써 새로운 발전의 기틀이 마련되었던 것입니다.,1
1043,더 나아가서 남들은 못사는데 저희들만 잘 살수가 있느냐 하는 불만에서 오기도 한다.,0
1044,한 분이 남기고 가신 족적이 이처럼 넓은 분야에 걸치고 이처럼 많은 사람에게 양광이 비치듯 혜택을 끼치는 일은 드물 것이며 바로 그 때문에 저희들은 선생의 일을 언제까지나 되새기며 선생을 그리는 마음도 세월과 함께 더욱더 간절해지는 모양입니다.,1
1045,앞으로 자주 만나 친해지면 이 선생님은 저희들을 초청하겠읍니까?,1
1046,"하지만 저희 회사에서도 저처럼 한 사람은 많지 않죠.""",1
1047,그러니까 저희들 여섯녀석이 합의만 할 수 있다면.,0
1048,"얼버모리느라고 막연히 친구라고 말했지만 현화는 둘도 없는 친구이긴 하나 총각의 몸으로 처녀의 소식을 묻는다는 것이, 그것도 여러 미인들 앞에서 태연한 모습으로 입을 열기엔 낯이 후끈거렸다. ""천태산이라면 저희들도 가끔 왕래는 있읍니다만…""",1
1049,"저희들이 어려서부터 잘 지도한 때문입니다.""",1
1050,"술상 앞에서 비웃음들을 던져가며 저희끼리 히들거리던 불한당 패거리들은 총각 놈이 어프러짐과 함께 일제히 몸을 일으켜 으르렁대었고, 주인 놈은 주인놈대로 우거지 상판으로 이러지들 말라고 소리만 질러대었고, 왕노파는 다음에 올 비바람을 노려 몸을 도사리고 있었다.",0
1051,저희들의 말을 고분고분 듣지 않는다 해서 그랬다.,0
1052,"천태산에는 저희들이알 기로는 마고선장(마고선 장)이라는 곳에 몇 사 람의 여자들만이 살고있 으니까요."" """,1
1053,선생님의 유업을 받들어 온갖 정성을 다하여 일을 하면서도 문득 선생님의 말씀이 듣고 싶어지고 선생님의 일깨우심이 필요해질 때면、그때마다 선생님의 마지막 한 말씀이 눈물겹게 저희들을 격려하시고는 합니다.,1
1054,"덕택으로 저희들, 오늘까지 이렇게 살아올 수 있었다고 생각합니다.""",1
1055,"그러자 간막이로 반쯤가려진 저쪽에서 ""그럼 저희는 이만 일어서 겠읍니다.""하며 선객(선객)두사람이 일어 섰다. """,1
1056,"위의 경우에 만약 자국을""저희 나라""라고 하든지 남의 나라 뒤에 내세운다면、이는 겸손이 아니라 상대국에 대해서 한 등굽히고 들어가는 비례가 되는 것이다.",1
1057,"박인비는 13일 자신의 소셜 미디어(인스타그램 )를 통해 "" 저희 부부에게 새로운 가족이 생겼어요.",1
1058,"이균자 교장과 졸업생 대표들이 청와대를 찾아와 전달한 이 감사문에서 졸업생들은 ""저희들은 모두 가난한 집에서 태어나 공장 취업으로 가정 살림을 도와야 할 처지인데 고등학교 교육을 받게 된 것은 꿈에도 생각지 못한 소원을 이루게 된 것""이라면서 ""대통령께서 직접 지어주신 교명과 하사하여 주신 새마을 장학금은 우리에게 크나큰 용기를 갖게했다""고 박대통령의 배려에 고마움을 표시.",1
1059,20여일전에 엄마가 집을 나갔다는데 아마 저희들끼리 놀러다니는 모양이다.,0
1060,그러므로 목민관이라는 막중하신 임무를 띠고 계시는 사또어른께서는 아사에 허덕이는 저희 고을 백성들을 하루 속히 구출해주시기를 간곡히 바라옵나이다.,1
1061,저희들 청을 뿌리치지 말아주세요.,1
1062,"저희들의 구호가""안전""과""친절""입니다.",1
1063,"저희들끼리 주고 받는 말에서도""조용해야 돼""가 아니라""떠들면 안돼""라는 말을 많이 쓰고,교사에게 묻는 말도""나가서놀아도 돼요?""가 아니라""나가서 놀면 안돼요?""라는 말을 즐겨쓴다.",0
1064,어머님이 그러시는 데 저희 아버지도 술을 못하셨다는 군요.,1
1065,이른바 강대국의 대열에 낀다는 일본이 부정 불법한 방법으로남의 영공이나 침범하고 저희 나라 사법고시에 합격한 한국인을 일본국적을 갖지 않았다고 자격행사를 못하게 막는것은 옹졸하고 가소로운 일이라 하지 않을수 없다.,0
1066,"선생님, 선생님을 통해서 얻어진 ""거죽사람은 후패하나 속사람은 날로 새롭다""는 이 산 실증이 저희들의 생활에서 소멸되지 않을것을 굳게 약속드립니다.",1
1067,저희에게 돌멩이가 던져진 그때부터 지금까지 저는 단 한순간도 그를 의심한 적이 없읍니다.,1
1068,"박씨는 ""저희 아버지도 베트남 전쟁 참전유공자시다. (보고 싶다 전우야)",1
1069,잘 먹고 잘 놀기만 하면 건강체 저희 집에는 국민학교 삼학년짜리 남자 어린이가 있읍니다.,1
1070,저희들은 본마음이 그렇지 않았으면서 부원수의 병권을 쥐고 있던 역적괄에게 종사해야했었읍니다.,1
1071,마지막 눈의 상처로 시합이 중단되어 은메달에 머무른 형에게 온 국민의 격려를 부탁드리며 일생에 단 한 번인 아버님 회갑을 합숙과 전국체전 때문에 제대로 모시지 못해 죄스런 마음 금치 못하며 이번 저희들이 탄 김은메달을 부모님게 바치겠다.,1
1072,그럴 수 있는 것이 저희들은 학교에 다닐 때에도 이상이나 꿈을 이야기하기보다는 취직이나 군대문제에 고민해왔읍니다.,1
1073,저희 부부부인 강애경도 리사지요.,1
1074,도회지사람들 저희들끼리 그런뒷구멍 재민 다보고 살면서 겉으로는 안그런척하니까,0
1075,태상왕 전하의춘추는 이미 칠순이 넘으셨고 저희들의 나이 겨우 이십밖에 아니되었읍니다.,1
1076,"새로 사장이 된 차남 김영우씨는 ""갑작스레 물러나시면 혼란이 빚어질테니까 미리미리 저희들을 하드트레이닝 시키시려는 것""이라고 말했다.",1
1077,역적을 잡으려면 역적의 무리 속에 뛰어드는 길밖에 없음을 깨달은 저희들은 한때 몸과 이름을 더럽히는 한이 있더라도 깨끗이 그 더러움을 탕척할 날을 기하면서 오늘에 이르렀읍니다.,1
1078,"저희는 섬을 돌아다니면서 위문공연을 주로 했는데 사회에 나온 뒤에도 계속 ""따로 또 같이’ 음악의 길을 가고 있어요.""(하형주 씨) """,1
1079,"저희도 이 전화를 운영하면 여 성분들이 전화에 친숙하니까 많이 사용할 거라고 생각했는데 아니었다 ""며 "" 우리 사회가 중장년 남성들이 과묵하고 말을 안 한다고 생각하지만 실제로 오프라인에서 말을 하는 걸 어려워하시는 거 같다.",1
1080,"학창 시절 진로에 대한 고민도 저희와 똑같던데요.""",1
1081,"반면 ""함께 가자더니… 한계다 싶을 땐 포기하고 발을 빼라고, 그런 교훈을 저희 젊은이들에게 주시려는 겁니까""",1
1082,"만남의 광장 휴게소의 상품 담당 직원은 """" 만남의 광장’ 휴게 소에서 외국 브랜드의 담배를 판 적은 없다 ""며 "" 외국 담배를 찾는 소비자가 적지 않지만 "" 저희는 국산 담배만 팔고 있다’ 고 양해를 구한다"" 고 말했다.",1
1083,"근처에 있는 YG 엔터테인먼트로 잘못 알고 "" 빅뱅’ 팬들이 찾아오던 것도 줄어들었고….( 웃음) 이제 사무실 앞에 저희 팬들도 찾아오네요.",1
1084,저희들 야간 자율학습 시켜 놓은 것 잊고 퇴근하신 일 기억나십니까.,1
1085,"부장님, 저희를 잊지 말아 주세요.""",1
1086,"데뷔 때와 달리 양 사장님은 지금은 음악부터 의상, 심지어 콘서트 기획까지 저희에게 맡기세요.",1
1087,"인천… 한국 제2의 도시로 뛰어오르자 ■아시아축제 최첨단 인프라 구축 저희들이 앞장섭니다 안상수 인천시장은 ""2014년 아시아경기 인천 유치는 270만 인천 시민이 함께 일궈낸 값진 승리""라고 자평했다.",1
